value,std_error,t_value,pr_t,lci,uci,ModelName
-11.361314350861278,9.880583430464736,-1.1498627010051872,0.2504702154013445,-30.72725787457216,8.004629172849604,10
-19.042111253182917,5.7690107091381835,-3.300758520524148,9.976819367110146e-4,-30.349372243093754,-7.734850263272078,20
-23.824523100639293,6.348203818847719,-3.7529549744298776,1.8463151253622634e-4,-36.267002585580826,-11.382043615697764,30
-20.816403137885157,5.838121107273387,-3.5655997461154363,3.798786591544534e-4,-32.259120508140995,-9.373685767629318,40
-22.318839371253397,6.416383279421401,-3.478414302779307,5.25705433342516e-4,-34.894950598919344,-9.74272814358745,50
-17.737829794705647,8.21964989742083,-2.157978748008652,0.031162557807592695,-33.84834359365047,-1.6273159957608208,60
-12.548293389253967,6.690694255561211,-1.8754845027964029,0.06101185888092875,-25.66205413015394,0.5654673516460065,70
-16.41961185315592,9.72960585238206,-1.6875927043988093,0.09179546396078386,-35.48963932382476,2.650415617512916,80
-2.65041751078243,11.860435184317222,-0.22346713839699708,0.8232167465224391,-25.89687047204418,20.596035450479324,90
